start	den_afr	alt_afr	vin_afr	chag_afr	den_alt	den_vin	den_chag	alt_vin	nea_afr	den_nea	z_den	z_nea	cddr
7750000	0.001901	0.001849	0.001799	0.001789	0.00042	0.00037	0.00036	3e-05	0.00181233	0.000383333	2.58177	2.14227	False
7800000	0.00128	0.001371	0.001391	0.001341	0.00051	0.00053	0.00048	0.0001	0.00136767	0.000506667	0.235222	0.533381	False
7850000	0.001037	0.001017	0.001027	0.000997	0.00054	0.00055	0.00052	7e-05	0.00101367	0.000536667	-0.682993	-0.747458	False
7900000	0.0011285	0.0013965	0.0014265	0.0013665	0.00081	0.00084	0.00078	0.00015	0.0013965	0.00081	-0.337245	0.637706	False
7950000	0.001124	0.001043	0.001093	0.001093	0.00072	0.00077	0.00077	0.00013	0.00107633	0.000753333	-0.354249	-0.520718	False
8000000	0.001724	0.001369	0.001409	0.001459	0.00094	0.00098	0.00103	0.00013	0.00141233	0.000983333	1.91295	0.694994	False
8050000	0.002057	0.0018375	0.001894	0.001854	0.00125	0.00147	0.00143	0.00026	0.00186183	0.00138333	3.17124	2.32137	True
8100000	0.001049	0.001025	0.001045	0.001015	0.00055	0.00057	0.00054	0.00014	0.00102833	0.000553333	-0.637649	-0.694391	False
8150000	0.001288	0.001106	0.001146	0.001136	0.00111	0.00115	0.00114	0.00012	0.00112933	0.00113333	0.265451	-0.328954	False
8200000	0.0009285	0.0009945	0.0011245	0.0010045	0.00065	0.00078	0.00066	0.00019	0.00104117	0.000696667	-1.09298	-0.647957	False
8250000	0.0016645	0.001556	0.001626	0.001596	0.00111	0.0012	0.00119	0.00018	0.00159267	0.00116667	1.68812	1.34747	False
8300000	0.0015475	0.00157	0.0023235	0.0022635	0.00049	0.00146	0.0014	0.00155	0.00205233	0.00111667	1.24601	3.01063	False
8350000	0.0013675	0.001484	0.002036	0.0017495	0.00073	0.00171	0.00123	0.00122	0.0017565	0.00122333	0.565854	1.94025	False
8400000	0.0012455	0.0011855	0.0011955	0.0012255	0.00048	0.00045	0.0005	0.00017	0.00120217	0.000476667	0.104858	-0.0654289	False
8450000	0.0011995	0.0018405	0.0012695	0.00151	0.00138	0.00033	0.00101	0.00139	0.00154	0.000906667	-0.0689605	1.15692	False
8500000	0.001495	0.0017845	0.001603	0.001643	0.0014	0.00103	0.00101	0.00079	0.00167683	0.00114667	1.04763	1.652	False
8550000	0.001289	0.001929	0.00258	0.0019095	0.0016	0.00227	0.00136	0.00145	0.0021395	0.00174333	0.26923	3.32602	False
8600000	0.0015005	0.0013995	0.0014295	0.0014295	0.00157	0.0016	0.0016	0.00013	0.0014195	0.00159	1.06842	0.720924	False
8650000	0.00142	0.0014965	0.0018	0.00153	0.00074	0.00107	0.0008	0.00057	0.00160883	0.00087	0.764234	1.40597	False
8700000	0.001015	0.001234	0.001224	0.001224	0.00065	0.00064	0.00066	9e-05	0.00122733	0.00065	-0.766123	0.0256288	False
8750000	0.0013335	0.0012835	0.0012935	0.0013135	0.00039	0.0004	0.00042	1e-05	0.00129683	0.000403333	0.43738	0.277093	False
8800000	0.0010545	0.0008725	0.0008825	0.0008425	0.00059	0.00056	0.00056	0.00021	0.000865833	0.00057	-0.616866	-1.28235	False
8850000	0.001709	0.001669	0.001759	0.001699	0.00032	0.00041	0.00035	0.00023	0.001709	0.00036	1.85627	1.76839	False
8900000	0.0014035	0.0015585	0.0015385	0.0013235	0.00066	0.00064	0.00028	0.0001	0.0014735	0.000526667	0.701886	0.916306	False
8950000	0.001941	0.002029	0.00167	0.001971	0.00049	0.00123	0.00041	0.00106	0.00189	0.00071	2.73292	2.42328	False
9000000	0.001267	0.001614	0.001644	0.001624	0.00136	0.00139	0.00137	0.00013	0.00162733	0.00137333	0.186099	1.4729	False
9050000	0.0014	0.001329	0.001399	0.001379	0.00048	0.00055	0.00053	0.00011	0.001369	0.00052	0.688661	0.538206	False
9100000	0.0015915	0.0015635	0.0015835	0.0015235	0.00059	0.00061	0.00055	0.00014	0.00155683	0.000583333	1.41227	1.21782	False
9150000	0.001761	0.001093	0.001193	0.001113	0.00175	0.00185	0.00177	0.00014	0.001133	0.00179	2.05276	-0.315687	False
9200000	0.0013265	0.0013265	0.0014165	0.0013665	0.00052	0.00061	0.00056	9e-05	0.00136983	0.000563333	0.410929	0.541221	False
9250000	0.001131	0.00104	0.001141	0.001131	0.00035	0.00045	0.00044	0.00024	0.001104	0.000413333	-0.327799	-0.420614	False
9300000	0.0009495	0.0009485	0.0010385	0.0010285	0.00047	0.00056	0.00055	0.00011	0.00100517	0.000526667	-1.01363	-0.778212	False
9350000	0.0013665	0.0013365	0.0013465	0.0013765	0.00037	0.00038	0.00041	3e-05	0.00135317	0.000386667	0.562076	0.480918	False
9400000	0.0013185	0.0014765	0.0015065	0.0015115	0.00061	0.00064	0.00064	5e-05	0.00149817	0.00063	0.3807	1.00556	False
9450000	0.000747	0.000907	0.000827	0.000887	0.00036	0.00028	0.00032	0.00028	0.000873667	0.00032	-1.7788	-1.254	False
9500000	0.0013675	0.001135	0.001211	0.001213	0.00089	0.00078	0.00076	0.00049	0.00118633	0.00081	0.565854	-0.122717	False
